EEG Fp1_delta,EEG Fp1_theta,EEG Fp1_alpha,EEG Fp1_beta,EEG Fp1_gamma,EEG Fp2_delta,EEG Fp2_theta,EEG Fp2_alpha,EEG Fp2_beta,EEG Fp2_gamma,EEG F3_delta,EEG F3_theta,EEG F3_alpha,EEG F3_beta,EEG F3_gamma,EEG F4_delta,EEG F4_theta,EEG F4_alpha,EEG F4_beta,EEG F4_gamma,EEG F7_delta,EEG F7_theta,EEG F7_alpha,EEG F7_beta,EEG F7_gamma,EEG F8_delta,EEG F8_theta,EEG F8_alpha,EEG F8_beta,EEG F8_gamma,EEG T3_delta,EEG T3_theta,EEG T3_alpha,EEG T3_beta,EEG T3_gamma,EEG T4_delta,EEG T4_theta,EEG T4_alpha,EEG T4_beta,EEG T4_gamma,EEG C3_delta,EEG C3_theta,EEG C3_alpha,EEG C3_beta,EEG C3_gamma,EEG C4_delta,EEG C4_theta,EEG C4_alpha,EEG C4_beta,EEG C4_gamma,EEG T5_delta,EEG T5_theta,EEG T5_alpha,EEG T5_beta,EEG T5_gamma,EEG T6_delta,EEG T6_theta,EEG T6_alpha,EEG T6_beta,EEG T6_gamma,EEG P3_delta,EEG P3_theta,EEG P3_alpha,EEG P3_beta,EEG P3_gamma,EEG P4_delta,EEG P4_theta,EEG P4_alpha,EEG P4_beta,EEG P4_gamma,EEG O1_delta,EEG O1_theta,EEG O1_alpha,EEG O1_beta,EEG O1_gamma,EEG O2_delta,EEG O2_theta,EEG O2_alpha,EEG O2_beta,EEG O2_gamma,EEG Fz_delta,EEG Fz_theta,EEG Fz_alpha,EEG Fz_beta,EEG Fz_gamma,EEG Cz_delta,EEG Cz_theta,EEG Cz_alpha,EEG Cz_beta,EEG Cz_gamma,EEG Pz_delta,EEG Pz_theta,EEG Pz_alpha,EEG Pz_beta,EEG Pz_gamma,label,Subject
5.827939005313291e-12,6.131149010069422e-12,7.43462667191511e-12,4.026371599182043e-11,5.949287380389605e-12,1.742639498754987e-11,1.065616932488346e-11,1.223223508382088e-11,4.584297770723182e-11,6.938315242097121e-12,1.017809170270033e-11,8.626267074306145e-12,1.070171882664773e-11,7.42814263721949e-11,1.009963479457488e-11,2.186746484794143e-11,9.602296970365666e-12,1.330866080630393e-11,6.138871075448202e-11,1.078278300833656e-11,5.961163756553451e-11,1.238211575315354e-11,8.915936811642498e-12,4.806575747925432e-11,1.012506948916005e-11,4.845206951288356e-11,1.37497651563972e-11,9.349407919568537e-12,3.670643003236114e-11,8.140638367629759e-12,1.085011371017249e-11,7.94453226508624e-12,1.206349737534443e-11,1.044952271360108e-10,1.143161504996944e-11,1.064877873634315e-11,4.564188324289498e-12,8.21390132688781e-12,5.470721805131609e-11,5.162585117022392e-12,1.028104651506729e-11,1.788290165677823e-11,6.731526665246053e-12,8.249013884367364e-11,9.28066872377523e-12,9.36291892676607e-12,6.36452384763744e-12,9.870807410979082e-12,5.46805115639943e-11,6.956827332981136e-12,4.677049802559134e-11,4.166689728323881e-12,4.684847547858121e-12,6.47357578318929e-11,7.799495921420779e-12,1.8316965300153e-11,4.057165885751369e-12,6.005369963973917e-12,8.387213593544275e-11,6.867759443469762e-12,1.331521350303566e-11,5.269971260650459e-12,7.106891485880766e-12,1.045603752882593e-10,9.686224838851035e-12,1.424844254861427e-11,4.699280780271536e-12,9.685780670425689e-12,8.997537724805936e-11,7.81448172404055e-12,1.450278712969568e-11,8.25086275588879e-12,1.1606738573429e-11,1.229365749061214e-10,1.095189217861909e-11,2.015992428361855e-11,6.764684315949815e-12,1.306230022220277e-11,1.530908210583753e-10,1.618020133825374e-11,2.038995994720941e-11,9.850963476893873e-12,1.368929376939983e-11,6.134709861045935e-11,1.064919023016777e-11,1.076049420782918e-11,2.331110444894939e-11,2.055435484732123e-11,7.173089735305242e-11,8.350520386106719e-12,2.105771916154168e-11,8.247526781195665e-12,1.011504384923955e-11,9.395559378966415e-11,8.828701221293934e-12,0,Subject00
9.436524004986922e-12,7.18797468493639e-12,9.604808208772667e-12,3.996636563426836e-11,4.678757690663446e-12,2.449400523407762e-11,1.186778060373247e-11,1.300567839823992e-11,4.445747607488863e-11,6.13752661275977e-12,1.405005002205355e-11,1.436093069688063e-11,1.770217747137193e-11,6.844594372181951e-11,8.092664870937268e-12,2.698889939101681e-11,1.603004565616851e-11,1.929326579471008e-11,6.228379013826233e-11,9.859825909468321e-12,2.846329673068566e-11,1.888239919864684e-11,8.97608071944626e-12,5.206018586911043e-11,7.90825667052649e-12,4.874852621877108e-11,1.184027744040106e-11,7.168653319448752e-12,3.869265416208638e-11,7.218511302454178e-12,1.592728970503606e-11,9.791506109651557e-12,9.302564365613318e-12,1.149006260874218e-10,1.55708629987693e-11,6.450038580504403e-12,7.989177548077063e-12,9.13284085065533e-12,3.821972348049154e-11,8.385746198031518e-12,1.542610511984382e-11,1.709423428355758e-11,9.97294670781437e-12,7.409185140962215e-11,1.186654172613005e-11,7.703032349536225e-12,1.135261613458122e-11,1.366415566945316e-11,5.096183225860285e-11,7.836772620053991e-12,1.96847477666497e-11,8.494020599968699e-12,5.006452331473187e-12,5.379701833669097e-11,7.618677131375299e-12,8.821327208606797e-12,9.765215258378085e-12,5.616896128787275e-12,5.733204930203125e-11,1.255891204625773e-11,1.777617340361641e-11,6.224468964885826e-12,7.383802901503634e-12,7.92555314727416e-11,9.534925889026015e-12,9.124441002163103e-12,7.38199603857671e-12,8.410101429675638e-12,6.058457079764512e-11,1.248243532913434e-11,1.170662620774101e-11,6.896385210454141e-12,9.257672791355844e-12,6.509347660800577e-11,8.20920768098286e-12,1.325368733620842e-11,1.025906232898662e-11,1.22227297023691e-11,1.247169240024393e-10,1.403065898946006e-11,2.465947716513559e-11,1.585592175376974e-11,1.943812488637828e-11,6.191408474403495e-11,9.664179063562003e-12,1.57306511290447e-11,3.72775931085395e-11,2.177456230313485e-11,6.067783151835776e-11,9.059270622304518e-12,1.172920920364088e-11,5.300688874366619e-12,8.39861007456721e-12,6.833625395058107e-11,9.257715933345601e-12,0,Subject00
1.030831821960424e-11,8.171419967721344e-12,5.447186305948079e-12,3.563477825895052e-11,3.216256308665568e-12,1.722375204650869e-11,1.173399041256308e-11,7.438917739226883e-12,3.829311092795264e-11,4.909045961923482e-12,1.547694446561513e-11,1.30755370140004e-11,8.685177904191209e-12,5.547888211559929e-11,5.598542699857879e-12,2.55848319674452e-11,1.838818433234721e-11,1.017434964838136e-11,5.293006591170238e-11,7.721040825992697e-12,1.027253740151108e-10,2.811406292925528e-11,1.011498290293232e-11,3.946350758342527e-11,4.311998717272244e-12,4.039964544764854e-11,1.415183146523472e-11,7.680013704798595e-12,3.558276422474965e-11,7.038510218122835e-12,7.615273286713411e-11,1.619892979728913e-11,1.228888971997085e-11,4.990935648772545e-11,1.146477756686686e-11,1.744105024555155e-11,1.185655903732914e-11,8.722380957346026e-12,2.713116360568782e-11,7.01217887575256e-12,2.475505930719986e-11,1.152158517500459e-11,9.561813972288418e-12,3.372291245636152e-11,7.847508390838195e-12,2.637930905764705e-11,1.952985529851648e-11,1.552607480889317e-11,2.681270685716501e-11,7.468542452051846e-12,1.625274050784829e-11,8.773447574950753e-12,6.337311807998497e-12,2.38994185963938e-11,6.115786748797022e-12,2.803596007363504e-11,1.540295191969599e-11,8.140551577771499e-12,5.690080704532399e-11,1.1864185243513e-11,2.145319455042812e-11,1.011553686307766e-11,1.288978491655892e-11,2.50963626890766e-11,7.332029584362991e-12,2.093617767895378e-11,7.300118860318712e-12,1.365370497340443e-11,4.92244085078661e-11,9.393791350865375e-12,2.606112696284112e-11,7.272809162059424e-12,1.260829915930019e-11,2.463698641711664e-11,6.44477830265435e-12,3.637198051098738e-11,9.276566897471572e-12,1.276065949545744e-11,3.705893693730153e-11,8.964537185460499e-12,2.698068112183887e-11,1.76881803714093e-11,1.045523618480015e-11,5.288732805147344e-11,7.565485536331798e-12,1.944074327564518e-11,3.931781370471227e-11,2.550590069000537e-11,3.673465378761867e-11,7.994935426839759e-12,2.756170485104662e-11,9.109499578053818e-12,1.18674003584814e-11,2.86891743690901e-11,6.446717659126031e-12,0,Subject00
1.547659404076701e-11,1.254029125870402e-11,4.531189937687413e-12,3.458154346832212e-11,3.29633828121227e-12,3.028452599358121e-11,1.309828633117349e-11,8.285665048641852e-12,4.1510902599997e-11,5.78330096213669e-12,2.089024775136452e-11,1.665261040039629e-11,5.523202610062165e-12,4.957975426399358e-11,5.06463073445575e-12,3.280870354503141e-11,1.60643555802009e-11,7.631636834637767e-12,6.216332879477457e-11,7.54590456823398e-12,1.08998490098242e-10,3.847055444512803e-11,1.107654886039267e-11,3.658004445872327e-11,6.093749068778561e-12,3.112169846170857e-11,1.942123179561836e-11,6.980307983348927e-12,4.178509064362263e-11,8.307351931282326e-12,1.403046331866749e-10,1.838225891125692e-11,8.6762979091507e-12,5.655379620821969e-11,1.223112091128197e-11,2.37908929463778e-11,1.511313645108227e-11,5.476261109751451e-12,3.59789036085547e-11,5.781558508578912e-12,3.591302727943011e-11,2.35247919018156e-11,5.370013010923519e-12,3.563538818011732e-11,5.918144991536486e-12,3.998599573909282e-11,2.314615671163051e-11,8.250907786122864e-12,3.110884936685687e-11,7.550884077422156e-12,1.606795931600006e-11,8.75679180475021e-12,7.576695680571374e-12,2.441689100729502e-11,5.679670992079365e-12,3.173222258071459e-11,1.420857649704621e-11,5.595271353382822e-12,6.623260628790769e-11,8.801307393335743e-12,2.366142360744978e-11,1.351693662067878e-11,7.948592965482439e-12,2.831854685528003e-11,6.204544066161152e-12,2.001686051195287e-11,1.38617063767481e-11,9.004558833779235e-12,6.243590552903662e-11,6.275055170975934e-12,2.779590599505637e-11,1.628622643280105e-11,8.153385727407082e-12,2.856252645564768e-11,7.340308998343448e-12,2.241297715602925e-11,1.329754315132825e-11,7.413294345569923e-12,3.109825518817995e-11,7.347042042231657e-12,2.78262089173525e-11,1.434199636522651e-11,7.149193163574706e-12,6.23638749196992e-11,7.388766760320987e-12,3.892157763283204e-11,5.217460144152899e-11,1.757215191714565e-11,4.354963701551623e-11,7.588907641537008e-12,2.127954666467054e-11,1.107180701627093e-11,7.86414915441455e-12,3.803507489108875e-11,4.938382000309797e-12,0,Subject00
5.953693355395773e-11,1.79960103240341e-11,2.565016188762774e-12,2.478730030131837e-11,7.086085264724127e-12,1.447294205106923e-10,3.7324492207515e-11,5.24089526001989e-12,2.760106834575667e-11,1.231034380570729e-11,4.716043975634002e-11,1.97905773398067e-11,8.62492731854322e-12,3.945437904300183e-11,9.547777901553145e-12,2.833491307172487e-11,1.991757388776018e-11,9.620318188945585e-12,3.930075543612592e-11,1.253857367998941e-11,5.804062198038084e-11,3.468528913305964e-11,9.302934593206426e-12,4.339319792883215e-11,9.162568113589162e-12,3.133665800991084e-11,1.884904994426793e-11,6.604448196162577e-12,2.993921238135862e-11,1.362425763633382e-11,7.854674854713412e-11,2.654400854237071e-11,7.92870656380226e-12,7.719156036476456e-11,1.595150019864183e-11,2.680039689293487e-11,2.206967711315603e-11,8.26246541065571e-12,3.392604732056486e-11,9.588186155729067e-12,3.023148083909704e-11,2.219456751354014e-11,4.65608272387606e-12,4.866768224537389e-11,1.082997653804011e-11,4.240638408262754e-11,2.734019125263861e-11,9.192162246946898e-12,2.331551832713166e-11,1.37023554290276e-11,3.159251395250186e-11,1.548279605953715e-11,9.554281988462862e-12,3.71046825588192e-11,7.832849464507547e-12,2.916577946412236e-11,1.799893632180773e-11,8.032484676200067e-12,8.180440891146786e-11,1.080617989366798e-11,4.394626010006523e-11,2.414439760142049e-11,6.258587127637943e-12,3.483597663744401e-11,1.022708839187175e-11,3.151601768306101e-11,3.287580854219661e-11,8.626804116776622e-12,5.365535270495281e-11,1.029019128165459e-11,4.550390481842044e-11,2.752734452996645e-11,6.842872926594291e-12,3.467503959550532e-11,1.184273666118826e-11,4.771282931799692e-11,1.966670429453452e-11,9.83338889645293e-12,2.072050154084116e-10,1.171953146558832e-11,2.815003075969383e-11,1.733079582129869e-11,8.695786187079728e-12,3.903262880376784e-11,1.229156408347871e-11,8.783763932642971e-11,8.053647983590224e-11,1.820819893347925e-11,3.774887820361171e-11,1.435243393289332e-11,4.11728016413296e-11,3.24427189777178e-11,7.570044181854376e-12,3.068781856030986e-11,1.015413653329831e-11,0,Subject00
1.550097775165407e-11,6.991179852386252e-12,5.301871261314427e-12,4.144829619290626e-11,5.58428235424335e-12,3.194943406468e-11,9.377423798722983e-12,7.429524241016488e-12,4.755955264486693e-11,6.840490552287278e-12,2.113651346296707e-11,1.176195978109209e-11,8.962744964421553e-12,6.918433226377848e-11,1.234173286410683e-11,2.208852338589416e-11,1.019075440714898e-11,1.186407110060629e-11,5.895797409615172e-11,1.071559203538032e-11,5.606322728281005e-11,1.154583442660364e-11,6.213003039954501e-12,6.37221497539511e-11,9.356677650450061e-12,6.378091302656249e-11,1.421054055496161e-11,1.076973327748869e-11,4.395303456430871e-11,1.158668728271049e-11,3.703020893244903e-11,1.587691568607856e-11,6.605852944956267e-12,6.899390101781087e-11,1.178460491041589e-11,2.77554965751495e-11,9.13692022356532e-12,6.712064488016207e-12,4.515355748879088e-11,9.100020288157567e-12,2.999437166971973e-11,1.538053278601284e-11,8.18629736383649e-12,7.066010875958582e-11,1.061453277561503e-11,4.922171904903849e-11,8.916940085265682e-12,7.401205276284618e-12,4.933426428601628e-11,1.241502229040901e-11,1.90851510398371e-11,6.352164872737988e-12,8.453362343583876e-12,4.59931031895399e-11,7.168257978319173e-12,2.624547496493233e-11,9.985845087119878e-12,6.871933190995175e-12,7.57790821391579e-11,1.070544439336608e-11,2.700434908176198e-11,8.93518185941235e-12,7.675518784087831e-12,4.959964349167883e-11,1.126225794970985e-11,4.406865112530984e-11,1.067688089890349e-11,6.848786386790725e-12,5.359024293123808e-11,1.114721426569491e-11,2.965865158831816e-11,9.413728566468531e-12,7.246827271352598e-12,5.014475795526249e-11,1.287808657174094e-11,4.152933494200273e-11,1.177273857887998e-11,8.716922980879561e-12,1.946068522371926e-10,1.936853913728286e-11,2.03283103298077e-11,1.043468109945407e-11,1.141761672906819e-11,5.858336599856436e-11,1.042103974110061e-11,6.795132175191499e-11,3.908832719227604e-11,2.191823794515569e-11,7.402355094774603e-11,1.304901551898593e-11,3.916538216791224e-11,1.064138787884845e-11,6.586671453400628e-12,3.844188713362371e-11,1.336843661119682e-11,0,Subject00
2.250096099357513e-11,1.675230912018871e-11,5.305596537076961e-12,3.97397309913052e-11,4.422896049355774e-12,4.837253007847249e-11,1.878867523705711e-11,7.044173671484982e-12,4.904970877851839e-11,6.096609269659838e-12,3.388820926091128e-11,2.981648029074014e-11,1.072060844168557e-11,6.482783374266684e-11,7.421192592417992e-12,4.439185621447945e-11,2.973329576964753e-11,1.241688415351041e-11,6.081834994546739e-11,7.80660414909167e-12,8.005627914161607e-11,1.983207961986815e-11,9.326442709358854e-12,4.351830632418989e-11,4.319314232061639e-12,6.206509996058092e-11,2.023228405097904e-11,6.790037953043806e-12,4.330209272419594e-11,8.438774729347577e-12,5.141976983425985e-11,2.167844767399557e-11,1.033484824831325e-11,5.357037864076963e-11,8.989319410058359e-12,5.74465407534878e-11,1.868521807240729e-11,6.381406128295194e-12,3.388626052544624e-11,6.073469599757475e-12,4.730231785570442e-11,2.934023489507223e-11,1.253510194964697e-11,7.03663855659564e-11,7.202262959550829e-12,4.448467738237971e-11,2.89331318865792e-11,9.51903438125618e-12,5.382956913892848e-11,9.154820296269405e-12,2.53084748934306e-11,8.771880711020682e-12,5.793478458694182e-12,3.641405725200667e-11,6.678638143459726e-12,9.890903492426411e-11,2.328568152575914e-11,9.04917738510181e-12,3.867273818380749e-11,7.446164296851978e-12,3.004376819626968e-11,2.46975368325363e-11,7.164480270021611e-12,4.116230664518447e-11,1.007088120294707e-11,6.012828680815617e-11,2.713881223675885e-11,9.899002474393825e-12,3.91407532083245e-11,7.711494782700182e-12,3.405179783628398e-11,2.891433381001822e-11,1.380841621569615e-11,6.456522757309921e-11,1.003442513104806e-11,7.168020810907247e-11,3.649862153714585e-11,1.308225189698776e-11,1.684558170057285e-10,1.647069678467734e-11,4.688861479770481e-11,2.96508710387018e-11,1.258591074044356e-11,6.108196143168822e-11,7.743686466698167e-12,4.515887472661712e-11,4.233292785292106e-11,1.256012482002406e-11,6.927686589640016e-11,1.020399309759489e-11,6.2766177439856e-11,2.501503306130971e-11,8.820999769691725e-12,3.640994460183465e-11,9.30551051279184e-12,0,Subject00
1.787242635401761e-11,1.187497607019057e-11,4.655574602343334e-12,4.005941973125121e-11,5.951857531027687e-12,3.266690654466527e-11,1.428377791479103e-11,5.538359457345802e-12,4.684686737261112e-11,7.025132588292137e-12,3.922356665603071e-11,2.478565199477558e-11,1.040881390020653e-11,6.733186214917333e-11,1.073984730208679e-11,5.243774562955534e-11,2.263180405545482e-11,6.977205293475137e-12,6.477218782137708e-11,9.161791130033176e-12,7.801296539127095e-11,2.611574980751315e-11,1.282412695418814e-11,4.832389916402406e-11,8.905399880844964e-12,4.949147892361579e-11,1.159477519337329e-11,5.928853038599699e-12,4.604608033540482e-11,8.727868430657014e-12,4.318035486987945e-11,9.546181650559219e-12,7.011006986771875e-12,4.431388626576631e-11,8.34463082807081e-12,5.357889321327148e-11,1.259624151796241e-11,4.596190516974105e-12,3.65783548184327e-11,6.962815597666609e-12,3.477198133679062e-11,2.305030508126941e-11,8.027665517848121e-12,6.102478825751694e-11,8.465929543575526e-12,4.153791560078919e-11,1.873178168356433e-11,5.086252432075531e-12,5.043495615346885e-11,9.365237932042615e-12,1.55176005738226e-11,5.825029571666899e-12,6.059429629511169e-12,3.591106082380659e-11,6.060887452364035e-12,1.00889966966178e-10,2.280594952828205e-11,6.82978069204673e-12,5.844574718986001e-11,6.726665249705678e-12,2.945607608747987e-11,9.688491139790414e-12,6.590776126553043e-12,4.333332036304178e-11,9.356764203421609e-12,3.680286455429447e-11,8.264206157064467e-12,5.453397610926424e-12,5.716519971493564e-11,8.931315446464729e-12,2.845147487348161e-11,6.787858865866087e-12,1.052266436322771e-11,7.37625997365772e-11,1.3149102816823e-11,3.794047772706191e-11,1.259793722425711e-11,9.426450433245857e-12,2.232805558845795e-10,1.212270396875635e-11,5.145143567825118e-11,2.233228940023826e-11,7.369527416045636e-12,6.561264258010856e-11,9.070004689672301e-12,4.199450394170443e-11,3.956757711090035e-11,1.683194177295024e-11,7.282132532599609e-11,1.026375025242249e-11,4.682782336405662e-11,9.909032927171336e-12,1.085871273325356e-11,4.396123828295933e-11,9.652562110616153e-12,0,Subject00
5.657199540760714e-12,9.626521765514703e-12,6.761581226559121e-12,4.181090647646051e-11,4.333409527169851e-12,1.562440954562814e-11,9.684398898985507e-12,4.442840522786412e-12,4.902355859772563e-11,7.085577328531887e-12,1.631906787383288e-11,2.092709152760253e-11,1.742146374323974e-11,7.177669199825303e-11,8.169756468410576e-12,3.979720442044943e-11,1.621978546579309e-11,8.374290352211454e-12,6.642585984948142e-11,7.665806616417395e-12,3.019322052115705e-11,1.756378172458756e-11,1.38344614065469e-11,6.322850450723728e-11,6.50943208812993e-12,3.498949699704318e-11,1.726467081266807e-11,4.664395661768352e-12,4.391150843402995e-11,8.4928856866006e-12,4.737571889019217e-11,9.214840574388248e-12,8.003817570851852e-12,7.196044703225655e-11,7.789904096804672e-12,3.403884369611411e-11,1.302225904810371e-11,6.196459414851578e-12,4.920040030506352e-11,8.455444313119171e-12,1.078661060089147e-11,1.983559966827852e-11,1.318435416449238e-11,6.853753967183504e-11,8.193005540428303e-12,3.163572931180027e-11,1.712231896948427e-11,1.279579942662139e-11,6.318071308894994e-11,9.417744508922241e-12,4.236248965993337e-11,1.942767759854638e-11,9.960469851376152e-12,4.486054425858669e-11,9.17272058901822e-12,5.438040270345524e-11,1.309246889645226e-11,2.726121493360628e-12,5.274460826396461e-11,9.114778770299074e-12,3.249622682924225e-11,1.912917018911824e-11,1.166861422019128e-11,5.391482175680393e-11,9.5910579198181e-12,3.440721963778817e-11,1.710570191765251e-11,9.143992942877319e-12,6.131311469788023e-11,1.227177198861247e-11,4.590625206812064e-11,1.518039484818828e-11,1.363207752026407e-11,9.544401619255541e-11,1.335065810090517e-11,2.858170948642319e-11,1.233483104465325e-11,1.608267183773934e-11,1.865139368461515e-10,2.024380834858975e-11,3.717125483876465e-11,1.598960239254707e-11,8.596526390379632e-12,6.698821227227805e-11,7.776683862905707e-12,3.247407207700625e-11,4.493052150581562e-11,3.068579304618822e-11,7.903334671989704e-11,9.316480894641764e-12,4.602934268708801e-11,2.019428405275145e-11,1.432431971769884e-11,5.404199929025274e-11,1.040200535724928e-11,0,Subject00
7.760990987358836e-12,9.76375878951996e-12,5.972075150129055e-12,3.039975090920599e-11,4.676628980229859e-12,1.631364717772231e-11,1.150026152189655e-11,6.939880906083778e-12,3.590716678222783e-11,6.048848672256986e-12,1.280406367293491e-11,1.848278472898958e-11,1.249852975492278e-11,5.347224613023864e-11,1.097742463514255e-11,1.87459352772152e-11,1.664091293170005e-11,1.229186438108477e-11,4.849043399434623e-11,8.181094828817258e-12,2.146629669058866e-11,2.449397381266484e-11,1.808721521402988e-11,4.294974646003222e-11,1.028274425365786e-11,2.625926163598145e-11,1.510177679785045e-11,8.089877086649093e-12,3.23954636195948e-11,8.1378396357183e-12,3.155960319125679e-11,1.232622702958894e-11,9.463482815877324e-12,4.373646953717182e-11,1.283709292206881e-11,3.125304166460915e-11,1.783907818471215e-11,6.551312726623938e-12,3.650010981924847e-11,7.632705221433258e-12,1.844528699172209e-11,2.973205560112177e-11,1.344528042024777e-11,4.539356249649649e-11,1.214533532575352e-11,2.128767727934484e-11,2.583492006386985e-11,1.180237051729744e-11,4.965108444995809e-11,9.204201234481531e-12,3.785668780045476e-11,1.770110757659749e-11,9.588426154562137e-12,2.903899850113611e-11,9.667911031536632e-12,5.852624037471803e-11,1.675416466033331e-11,2.915214791435807e-12,5.200483999628373e-11,9.607934700099261e-12,1.644522604265671e-11,1.811591658177456e-11,1.088068650197342e-11,4.032382048175538e-11,9.393212580462518e-12,2.048909561969411e-11,2.033356852058389e-11,1.192920686235922e-11,5.992723641301065e-11,9.457769629381666e-12,2.660560242804739e-11,2.157429959106282e-11,1.215314493508883e-11,1.035055399041555e-10,1.037656253809984e-11,6.046371202757323e-11,1.631399953773133e-11,1.453425836388885e-11,1.783602846482465e-10,1.326862378585797e-11,2.159266005486739e-11,1.636446632736477e-11,1.218000402017005e-11,4.875615665495786e-11,8.362243655614493e-12,1.92376778012936e-11,4.0421362286396e-11,2.301038523165854e-11,4.847507988973068e-11,1.159471929543244e-11,2.252003253951927e-11,1.781005422370429e-11,1.229958949835624e-11,5.293244155422306e-11,8.677283451637772e-12,0,Subject00
8.973095461272272e-12,8.427246813913492e-12,4.478672474175e-12,2.417267037110653e-11,6.556498843596228e-12,1.560552297668863e-11,1.369823650557387e-11,4.646789232051822e-12,3.231003268714789e-11,9.179042726346253e-12,1.373975761918683e-11,9.83827383986174e-12,8.191242360985596e-12,3.792860041590145e-11,1.048326165358687e-11,1.459190258309851e-11,1.404073488398204e-11,8.67740646539263e-12,3.990496355284262e-11,1.400356847493345e-11,7.176372489052853e-11,2.717481561208024e-11,1.850661287457915e-11,3.054721748403611e-11,8.949512481032374e-12,2.61261088631208e-11,2.477479394724836e-11,1.157230208087648e-11,2.667695172954583e-11,1.243104345238335e-11,3.555316689902464e-11,1.024866353668444e-11,9.255218236405125e-12,5.56249147868325e-11,1.114270000489014e-11,1.80504458842831e-11,1.058983577909364e-11,5.991409471891048e-12,3.228542802439996e-11,9.870689695581915e-12,1.258289545224296e-11,3.649361511672319e-11,9.264862168145841e-12,3.556477451729738e-11,1.272455254234407e-11,1.306368899788576e-11,1.466487121112542e-11,7.817925281309072e-12,3.331562319024377e-11,1.48433273433333e-11,3.479139330037976e-11,5.453906645273417e-12,5.219487189857571e-12,4.654958283335309e-11,8.988829449603744e-12,2.690307420678249e-11,1.364887896392279e-11,6.669741063632767e-12,6.608295206085343e-11,1.381960894470842e-11,1.326031729641219e-11,1.110045615321908e-11,5.869547885097224e-12,5.590533770122689e-11,1.350279141900541e-11,1.185793442453968e-11,8.449994153383798e-12,7.422873032657378e-12,6.145112143170413e-11,1.203682610948844e-11,1.340401143315515e-11,1.022888022629025e-11,7.10356770633792e-12,9.213772526829169e-11,1.759485335217387e-11,6.239689709275796e-11,1.032378705765829e-11,1.075931423588035e-11,1.927566045529817e-10,2.03147645955041e-11,1.355929947733436e-11,1.41478058154043e-11,8.720119511222117e-12,3.979291885869335e-11,1.354224542331006e-11,9.123294306584014e-12,5.484488801735727e-11,1.367359654058786e-11,3.823978637564559e-11,1.439748625866523e-11,8.616155705543621e-12,8.634856566178009e-12,7.833742296077555e-12,5.108589978827866e-11,1.393744807800367e-11,0,Subject00
